dataset_id,columns
011_SF,"Incident Datetime (object)
Incident Date (datetime64[us)
UTC] (unknown)
Incident Time (category)
Incident Year (uint16, unique_values: [2023, 2022, 2018, 2019, 2021, 2020])
Incident Day of Week (category, unique_values: ['Monday', 'Wednesday', 'Tuesday', 'Saturday', 'Thursday', 'Friday', 'Sunday'])
Report Datetime (object)
Row ID (int64)
Incident ID (uint32)
Incident Number (uint32)
CAD Number (float64)
Report Type Code (category, unique_values: ['VS', 'II', 'IS', 'VI'])
Report Type Description (category, unique_values: ['Vehicle Supplement', 'Coplogic Initial', 'Coplogic Supplement', 'Initial', 'Initial Supplement', 'Vehicle Initial'])
Filed Online (object, unique_values: [True])
Incident Code (uint32)
Incident Category (category)
Incident Subcategory (category)
Incident Description (category)
Resolution (category, unique_values: ['Open or Active', 'Cite or Arrest Adult', 'Exceptional Adult', 'Unfounded'])
Intersection (category)
CNN (float64)
Police District (category)
Analysis Neighborhood (category)
Supervisor District (float64)
Supervisor District 2012 (float64)
Latitude (float64)
Longitude (float64)
Point (category)
Neighborhoods (float64)
ESNCAG - Boundary File (float64, unique_values: [1.0])
Central Market/Tenderloin Boundary Polygon - Updated (float64, unique_values: [1.0])
Civic Center Harm Reduction Project Boundary (float64, unique_values: [1.0])
HSOC Zones as of 2018-06-05 (float64, unique_values: [3.0, 1.0, 5.0, 4.0, 2.0])
Invest In Neighborhoods (IIN) Areas (category, unique_values: [])
Current Supervisor Districts (float64)
Current Police Districts (float64)"
012_Heart,"Age (uint8)
Sex (category, unique_values: ['M', 'F'])
ChestPainType (category, unique_values: ['ATA', 'NAP', 'ASY', 'TA'])
RestingBP (uint8)
Cholesterol (uint16)
FastingBS (uint8, unique_values: [0, 1])
RestingECG (category, unique_values: ['Normal', 'ST', 'LVH'])
MaxHR (uint8)
ExerciseAngina (category, unique_values: ['N', 'Y'])
Oldpeak (float64)
ST_Slope (category, unique_values: ['Up', 'Flat', 'Down'])
HeartDisease (uint8, unique_values: [0, 1])"
013_Roller,"coaster_name (category)
Length (category)
Speed (object)
Location (category)
Status (category)
Opening date (category)
Type (category)
Manufacturer (category)
Height restriction (category)
Model (category)
Height (category)
Inversions (float64)
Lift/launch system (category)
Cost (category)
Trains (object)
Park section (category)
Duration (category)
Capacity (object)
G-force (category)
Designer (category)
Max vertical angle (category)
Drop (category)
Soft opening date (category)
Fast Lane available (category, unique_values: ['Fast Lane available'])
Replaced (category)
Track layout (category)
Fastrack available (category, unique_values: ['Fastrack available'])
Soft opening date.1 (category)
Closing date (category)
Opened (category)
Replaced by (category)
Website (category)
Flash Pass Available (category, unique_values: ['Flash Pass Available'])
Must transfer from wheelchair (category, unique_values: ['Must transfer from wheelchair'])
Theme (category)
Single rider line available (category, unique_values: ['Single rider line available'])
Restraint Style (category, unique_values: ['Lap Bar', 'Over-the-shoulder', 'Individual ratcheting lap bar, formerly individual shoulder harness', 'Seat Belt / Lap Bar', 'Over the Shoulder Restraints', 'Lapbars with seatbelt and shinguards'])
Flash Pass available (category, unique_values: ['Flash Pass available'])
Acceleration (object)
Restraints (category)
Name (category)
year_introduced (uint16)
latitude (float64)
longitude (float64)
Type_Main (category, unique_values: ['Wood', 'Other', 'Steel'])
opening_date_clean (datetime64[us)
UTC] (unknown)
speed1 (category)
speed2 (category)
speed1_value (float64)
speed1_unit (category, unique_values: ['mph', 'km/h'])
speed_mph (float64)
height_value (float64)
height_unit (category, unique_values: ['ft', 'm'])
height_ft (float64)
Inversions_clean (uint8)
Gforce_clean (float64)"
014_Airbnb,"id (int64)
listing_url (category)
scrape_id (int64, unique_values: [20221213034110])
last_scraped (datetime64[us, unique_values: ['2022-12-13 00:00:00+00:00'])
UTC] (unknown)
source (category, unique_values: ['city scrape', 'previous scrape'])
name (object)
description (object)
neighborhood_overview (object)
picture_url (category)
host_id (uint32)
host_url (category)
host_name (category)
host_since (datetime64[us)
UTC] (unknown)
host_location (category)
host_about (object)
host_response_time (category, unique_values: ['within an hour', 'a few days or more', 'within a few hours', 'within a day'])
host_response_rate (category)
host_acceptance_rate (category)
host_is_superhost (category, unique_values: ['t', 'f'])
host_thumbnail_url (category)
host_picture_url (category)
host_neighbourhood (category)
host_listings_count (float64)
host_total_listings_count (float64)
host_verifications (object, unique_values: [""['email' 'phone']"", ""['phone']"", ""['email' 'phone' 'work_email']"", ""['phone' 'work_email']"", ""['email']"", ""['None']"", ""['email' 'work_email']"", '[]'])
host_has_profile_pic (category, unique_values: ['t', 'f'])
host_identity_verified (category, unique_values: ['t', 'f'])
neighbourhood (category)
neighbourhood_cleansed (category)
neighbourhood_group_cleansed (category)
latitude (float64)
longitude (float64)
property_type (category)
room_type (category, unique_values: ['Private room', 'Entire home/apt', 'Shared room', 'Hotel room'])
accommodates (uint8)
bathrooms (category, unique_values: [])
bathrooms_text (category)
bedrooms (float64)
beds (float64)
amenities (object)
price (category)
minimum_nights (uint16)
maximum_nights (uint32)
minimum_minimum_nights (float64)
maximum_minimum_nights (float64)
minimum_maximum_nights (float64)
maximum_maximum_nights (float64)
minimum_nights_avg_ntm (float64)
maximum_nights_avg_ntm (float64)
calendar_updated (category, unique_values: [])
has_availability (category, unique_values: ['t', 'f'])
availability_30 (uint8)
availability_60 (uint8)
availability_90 (uint8)
availability_365 (uint16)
calendar_last_scraped (datetime64[us, unique_values: ['2022-12-13 00:00:00+00:00'])
UTC] (unknown)
number_of_reviews (uint16)
number_of_reviews_ltm (uint16)
number_of_reviews_l30d (uint8)
first_review (datetime64[us)
UTC] (unknown)
last_review (datetime64[us)
UTC] (unknown)
review_scores_rating (float64)
review_scores_accuracy (float64)
review_scores_cleanliness (float64)
review_scores_checkin (float64)
review_scores_communication (float64)
review_scores_location (float64)
review_scores_value (float64)
license (category)
instant_bookable (category, unique_values: ['f', 't'])
calculated_host_listings_count (uint8)
calculated_host_listings_count_entire_homes (uint8)
calculated_host_listings_count_private_rooms (uint8)
calculated_host_listings_count_shared_rooms (uint8)
reviews_per_month (float64)"
018_Staff,"Left (category, unique_values: ['Yes', 'No'])
Satisfaction Level (float64)
Work Accident (category, unique_values: ['Yes', 'No'])
Average Monthly Hours (uint16)
Last Evaluation (float64)
Years in the Company (uint8, unique_values: [3, 5, 4, 6, 2, 8, 10, 7])
salary (category, unique_values: ['low', 'medium', 'high'])
Department (category)
Number of Projects (uint8, unique_values: [2, 5, 4, 6, 7, 3])
Promoted in the last 5 years? (category, unique_values: ['Yes', 'No'])
Date Hired (datetime64[us)
UTC] (unknown)"
019_Aircraft,"Incident_Date (category)
Aircaft_Model (category)
Aircaft_Registration (category)
Aircaft_Operator (category)
Aircaft_Nature (category)
Incident_Category (category)
Incident_Cause(es) (category)
Incident_Location (category)
Aircaft_Damage_Type (category, unique_values: ['Substantial', 'Destroyed', 'Damaged beyond repair', 'Unknown', 'None', 'Minor', 'Missing'])
Date (datetime64[us)
UTC] (unknown)
Time (category)
Arit (category)
Aircaft_Engines (category)
Onboard_Crew (category)
Onboard_Passengers (category)
Onboard_Total (category)
Fatalities (uint16)
Aircaft_First_Flight (category)
Aircraft_Phase (category)
Departure_Airport (category)
Destination_Airport (category)
Ground_Casualties (category)
Collision_Casualties (category)"
020_Real,"Id (category)
Referencia (category)
Precio (uint32)
Tipo (category)
Anunciante (category)
Actualización (datetime64[us)
UTC] (unknown)
Duración (uint16)
Superficie (uint16)
Superficie útil (uint16)
Superficie solar (uint32)
Habitaciones (uint8)
Baños (uint8)
Planta (int8, unique_values: [1, 2, 0, 3, -1])
Antigüedad (uint8, unique_values: [4, 6, 5, 1, 3, 2])
Clasificación (uint8, unique_values: [4, 5, 1, 3, 7, 6, 2])
Calle (category)
Barrio (category)
Distrito (category)
Localidad (category)
Código postal (float64)
Latitud (float64)
Longitud (float64)
Nuevo (uint8, unique_values: [1, 0])
Reformado (uint8, unique_values: [0, 1])
Conservado (uint8, unique_values: [1, 0])
Exterior (uint8, unique_values: [0, 1])
Orientación sur (uint8, unique_values: [0, 1])
Soleado (uint8, unique_values: [0, 1])
Amueblado (uint8, unique_values: [0, 1])
Negociar muebles (uint8, unique_values: [0, 1])
Cocina equipada (uint8, unique_values: [0, 1])
Cocina independiente (uint8, unique_values: [0, 1])
Armarios empotrados (uint8, unique_values: [0, 1])
Garaje (uint8, unique_values: [1, 0])
Terraza (uint8, unique_values: [1, 0])
Ascensor (uint8, unique_values: [1, 0])
Aire acondicionado (uint8, unique_values: [0, 1])
Trastero (uint8, unique_values: [1, 0])
Puerta blindada (uint8, unique_values: [0, 1])
Piscina (uint8, unique_values: [0, 1])
Jardín (uint8, unique_values: [0, 1])
Comedor (uint8, unique_values: [0, 1])
Balcón (uint8, unique_values: [0, 1])
Lavadero (uint8, unique_values: [0, 1])
Chimenea (uint8, unique_values: [0, 1])
Portero automático (uint8, unique_values: [0, 1])
Sistema de seguridad (uint8, unique_values: [0, 1])
Calefacción central (uint8, unique_values: [0, 1])
Calefacción eléctrica (uint8, unique_values: [0, 1])
Gas natural (uint8, unique_values: [0, 1])
Gasoil (uint8, unique_values: [0, 1])
Aluminio (uint8, unique_values: [0, 1])
PVC (uint8, unique_values: [0, 1])
Climalit (uint8, unique_values: [0, 1])
Madera (uint8, unique_values: [0, 1])
Parquet (uint8, unique_values: [0, 1])
Gres (uint8, unique_values: [0, 1])
Tarima (uint8, unique_values: [0, 1])
Mármol (uint8, unique_values: [0, 1])"
021_Telco,"customerID (category)
gender (category, unique_values: ['Female', 'Male'])
SeniorCitizen (uint8, unique_values: [0, 1])
Partner (category, unique_values: ['Yes', 'No'])
Dependents (category, unique_values: ['No', 'Yes'])
tenure (uint8)
PhoneService (category, unique_values: ['No', 'Yes'])
MultipleLines (category, unique_values: ['No phone service', 'No', 'Yes'])
InternetService (category, unique_values: ['DSL', 'Fiber optic', 'No'])
OnlineSecurity (category, unique_values: ['No', 'Yes', 'No internet service'])
OnlineBackup (category, unique_values: ['Yes', 'No', 'No internet service'])
DeviceProtection (category, unique_values: ['No', 'Yes', 'No internet service'])
TechSupport (category, unique_values: ['No', 'Yes', 'No internet service'])
StreamingTV (category, unique_values: ['No', 'Yes', 'No internet service'])
StreamingMovies (category, unique_values: ['No', 'Yes', 'No internet service'])
Contract (category, unique_values: ['Month-to-month', 'One year', 'Two year'])
PaperlessBilling (category, unique_values: ['Yes', 'No'])
PaymentMethod (category, unique_values: ['Electronic check', 'Mailed check', 'Bank transfer (automatic)', 'Credit card (automatic)'])
MonthlyCharges (float64)
TotalCharges (float64)
Churn (category, unique_values: ['No', 'Yes'])"
022_Airbnbs,"listing_id (uint32)
name (object)
host_id (uint32)
host_since (datetime64[us)
UTC] (unknown)
host_location (category)
host_response_time (category, unique_values: ['within a few hours', 'within a day', 'within an hour', 'a few days or more'])
host_response_rate (float64)
host_acceptance_rate (float64)
host_is_superhost (category, unique_values: ['f', 't'])
host_total_listings_count (float64)
host_has_profile_pic (category, unique_values: ['t', 'f'])
host_identity_verified (category, unique_values: ['t', 'f'])
neighbourhood (category)
district (category, unique_values: ['Manhattan', 'Brooklyn', 'Queens', 'Bronx', 'Staten Island'])
city (category, unique_values: ['New York'])
latitude (float64)
longitude (float64)
property_type (category)
room_type (category, unique_values: ['Entire place', 'Private room', 'Hotel room', 'Shared room'])
accommodates (uint8)
bedrooms (float64)
amenities (object)
price (uint16)
minimum_nights (uint16)
maximum_nights (uint32)
review_scores_rating (float64)
review_scores_accuracy (float64, unique_values: [10.0, 9.0, 8.0, 7.0, 6.0, 2.0, 4.0, 5.0, 3.0])
review_scores_cleanliness (float64, unique_values: [8.0, 9.0, 10.0, 7.0, 6.0, 4.0, 2.0, 5.0, 3.0])
review_scores_checkin (float64, unique_values: [8.0, 10.0, 9.0, 2.0, 7.0, 6.0, 4.0, 3.0, 5.0])
review_scores_communication (float64, unique_values: [8.0, 10.0, 9.0, 7.0, 4.0, 2.0, 6.0, 5.0, 3.0])
review_scores_location (float64, unique_values: [10.0, 9.0, 8.0, 6.0, 2.0, 7.0, 4.0, 5.0])
review_scores_value (float64, unique_values: [10.0, 9.0, 8.0, 7.0, 6.0, 2.0, 4.0, 5.0, 3.0])
instant_bookable (category, unique_values: ['f', 't'])"
023_Climate,"fecha (datetime64[us)
UTC] (unknown)
season (category, unique_values: ['Winter', 'Autumn', 'Summer', 'Spring'])
month_name (category)
tmin (float64)
tmax (float64)
sol (float64)
presMax (float64)
presMin (float64)
prec (float64)
velmedia (float64)
racha (float64)
dir (float64)
tmed (float64)
horatmax (datetime64[us)
UTC] (unknown)
horatmin (datetime64[us)
UTC] (unknown)
horaPresMax (float64)
horaPresMin (float64)
horaracha (datetime64[us)
UTC] (unknown)
weekday_name (category, unique_values: ['Thursday', 'Wednesday', 'Tuesday', 'Monday', 'Sunday', 'Saturday', 'Friday'])
dayofyear (uint16)
quarter (uint8, unique_values: [4, 3, 2, 1])
year (uint16)
altitud (uint16, unique_values: [667])
nombre (category, unique_values: ['MADRID. RETIRO'])
provincia (category, unique_values: ['MADRID'])
indicativo (uint16, unique_values: [3195])"
024_Salary,"clusters_2 (category)
RETRINOIN_xRZI (float64)
CNO1 (category)
CNACE (category)
ESTU (category, unique_values: ['Primera etapa de educación secundaria', 'Licenciados y similares, y doctores universitarios', 'Educación primaria', 'Diplomados universitarios y similares', 'Enseñanzas de formación profesional de grado superior y simi', 'Segunda etapa de eduación secundaria', 'Menos que primaria'])
SEXO (category, unique_values: ['Male', 'Female'])
ANOS2 (category, unique_values: ['MÁS DE 59', 'DE 40 A 49', 'DE 50 A 59', 'DE 30 A 39', 'DE 20 A 29', 'MENOS 19 AÑOS'])
NUTS1 (category, unique_values: ['NOROESTE', 'NORESTE', 'COMUNIDAD DE MADRID', 'CENTRO', 'ESTE', 'SUR', 'CANARIAS'])
ESTRATO2 (category, unique_values: ['DE 1 A 49 TRABAJADORES', '200 Y MÁS TRABAJADORES', 'DE 50 A 199 TRABAJADORES', 'INCLUYE ESTRATO 2 Y 3', 'INCLUYE TODOS LOS ESTRATOS'])
CONTROL (category, unique_values: ['PRIVADO', 'PUBLICO'])
MERCADO (category, unique_values: ['UNIÓN EUROPEA', 'NACIONAL', 'LOCAL O REGIONAL', 'MUNDIAL'])
REGULACION (category, unique_values: ['SECTORIAL DE AMBITO INFERIOR (AUTONÓMICO, PROVINCIAL, COMARC', 'ESTATAL SECTORIAL', 'OTRA FORMA DE REGULACIÓN', 'DE EMPRESA O GRUPO DE EMPRESAS', 'DE CENTRO DE TRABAJO'])
TIPOPAIS (category, unique_values: ['ESPAÑA', 'RESTO MUNDO'])
RESPONSA (category, unique_values: ['No', 'Sí'])
ANOANTI (uint8)
TIPOJOR (category, unique_values: ['TIEMPO PARCIAL', 'TIEMPO COMPLETO'])
TIPOCON (category, unique_values: ['DURACION DETERMINADA', 'DURACION INDEFINIDA'])
RETRINOIN (float64)
RETRINOIN_WwQk (float64)
Quantiles_target (category, unique_values: ['Low', 'Medium-low', 'Medium-high', 'High'])
_gx_link_targets_ (object)
_gx_link_weights_ (object)
umap_cluster (category)
x (float64)
y (float64)
RETRINOIN_ac1q (float64)
RETRINOIN_QSbS (float64)
RETRINOIN_stfU (float64)
RETRINOIN_RxV1 (float64)"
025_Data,"URLs (category)
Ranking (uint8)
Keyword (category, unique_values: ['no code data science', 'no code data analytics', 'no code analytics', 'no code data science tools', 'no code analytics platform', 'no code predictive analytics'])
Avg. monthly searches (uint8, unique_values: [50])
Competition (category, unique_values: ['Medium', 'Unknown', 'Low', 'High'])"
