conversations,dataset_name
"[{'role': 'user', 'content': 'Question: Does everyone have normal resting electrocardiographic results? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""(df['RestingECG'] == 'Normal').all()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What is the maximum age of patients in the dataset? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['Age'].max()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What is the minimum resting blood pressure among the patients? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['RestingBP'].min()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What is the average cholesterol level in the dataset? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['Cholesterol'].mean()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What is the standard deviation of maximum heart rate among the patients? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['MaxHR'].std()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What is the most common chest pain type among patients? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['ChestPainType'].mode()[0]""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What is the least common resting electrocardiographic result? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['RestingECG'].value_counts().idxmin()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What is the most common ST slope among patients with heart disease? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df[df['HeartDisease'] == 1]['ST_Slope'].mode().iloc[0]""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What are the top 3 most common chest pain types? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['ChestPainType'].value_counts().nlargest(3).index.tolist()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: Which 4 resting electrocardiographic results are least common? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['RestingECG'].value_counts().nsmallest(4).index.tolist()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What are the 2 most common ST slopes among patients with heart disease? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df[df['HeartDisease'] == 1]['ST_Slope'].value_counts().nlargest(2).index.tolist()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What are the ages of the 5 oldest patients in the dataset? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df.nlargest(5, 'Age')['Age'].tolist()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What are the 4 highest resting blood pressures? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['RestingBP'].nlargest(4).tolist()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What are the 6 lowest cholesterol levels in the dataset? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['Cholesterol'].nsmallest(6).tolist()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: What are the 3 highest maximum heart rates among the patients? \n Dataset Columns: Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8'}, {'role': 'assistant', 'content': ""df['MaxHR'].nlargest(3).tolist()""}]",012_Heart
"[{'role': 'user', 'content': 'Question: Is there a roller coaster in the dataset that operates at a speed more than 100 mph? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""(df['speed_mph'] > 100).any()""}]",013_Roller
"[{'role': 'user', 'content': ""Question: Are all roller coasters in the dataset designed by 'Werner Stengel' removed? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64""}, {'role': 'assistant', 'content': ""(df[df['Designer'] == 'Werner Stengel']['Status'] == 'Removed').all()""}]",013_Roller
"[{'role': 'user', 'content': 'Question: Does every roller coaster have a G-force value? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df['Gforce_clean'].notna().all()""}]",013_Roller
"[{'role': 'user', 'content': 'Question: What is the maximum speed (in mph) for roller coasters in the dataset? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df['speed_mph'].max()""}]",013_Roller
"[{'role': 'user', 'content': 'Question: How many roller coasters were introduced in the year 2000? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df[df['year_introduced'] == 2000].shape[0]""}]",013_Roller
"[{'role': 'user', 'content': 'Question: What is the average G-force across all roller coasters in the dataset? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df['Gforce_clean'].mean()""}]",013_Roller
"[{'role': 'user', 'content': ""Question: What is the total number of roller coasters designed by 'Edwin Madeupname' in the dataset? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64""}, {'role': 'assistant', 'content': ""df[df['Designer'] == 'Edwin Madeupname'].shape[0]""}]",013_Roller
"[{'role': 'user', 'content': 'Question: Which manufacturer has built the fastest roller coaster? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df.loc[df['speed_mph'].idxmax(), 'Manufacturer']""}]",013_Roller
"[{'role': 'user', 'content': 'Question: What is the status of the roller coaster with the highest G-force? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df.loc[df['Gforce_clean'].idxmax(), 'Status']""}]",013_Roller
"[{'role': 'user', 'content': 'Question: What is the location of the roller coaster with the highest number of inversions? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df.loc[df['Inversions_clean'].idxmax(), 'Location']""}]",013_Roller
"[{'role': 'user', 'content': 'Question: What are the top 3 speeds (in mph) of roller coasters in the dataset? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df['speed_mph'].nlargest(3).tolist()""}]",013_Roller
"[{'role': 'user', 'content': 'Question: List the G-force values of the 2 roller coasters with the highest G-force. \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df.nlargest(2, 'Gforce_clean')['Gforce_clean'].tolist()""}]",013_Roller
"[{'role': 'user', 'content': 'Question: What are the heights (in ft) of the top 4 tallest roller coasters? \n Dataset Columns: coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64'}, {'role': 'assistant', 'content': ""df.nlargest(4, 'height_ft')['height_ft'].tolist()""}]",013_Roller
"[{'role': 'user', 'content': 'Question: Is there a rental property with exactly 5 bedrooms? \n Dataset Columns: id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64'}, {'role': 'assistant', 'content': ""(df['bedrooms'] == 5).any()""}]",014_Airbnb
"[{'role': 'user', 'content': 'Question: Are there any rental properties that can accommodate more than 10 guests? \n Dataset Columns: id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64'}, {'role': 'assistant', 'content': ""(df['accommodates'] > 10).any()""}]",014_Airbnb
"[{'role': 'user', 'content': 'Question: Is there a rental property that has received a perfect review score? \n Dataset Columns: id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64'}, {'role': 'assistant', 'content': ""df['review_scores_rating'].eq(10).any()""}]",014_Airbnb
"[{'role': 'user', 'content': 'Question: How many rental properties are there in the dataset? \n Dataset Columns: id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64'}, {'role': 'assistant', 'content': 'len(df)'}]",014_Airbnb
