Dataset_ID,Column_Name,Data_Type
011_SF,Incident Subcategory,category
011_SF,Incident Description,category
011_SF,Resolution,category
011_SF,Intersection,category
011_SF,CNN,float64
011_SF,Police District,category
011_SF,Analysis Neighborhood,category
011_SF,Supervisor District,float64
011_SF,Supervisor District 2012,float64
011_SF,Latitude,float64
011_SF,Longitude,float64
011_SF,Point,category
011_SF,Neighborhoods,float64
011_SF,ESNCAG - Boundary File,float64
011_SF,Central Market/Tenderloin Boundary Polygon - Updated,float64
011_SF,Civic Center Harm Reduction Project Boundary,float64
011_SF,HSOC Zones as of 2018-06-05,float64
011_SF,Invest In Neighborhoods (IIN) Areas,category
011_SF,Current Supervisor Districts,float64
011_SF,Current Police Districts,float64
059_Second,url,category
059_Second,company,category
059_Second,make,category
059_Second,model,category
059_Second,version,object
059_Second,price,uint32
059_Second,price_financed,float64
059_Second,fuel,category
059_Second,year,float64
059_Second,kms,uint32
059_Second,power,float64
059_Second,doors,uint8
059_Second,shift,category
059_Second,color,category
059_Second,photos,uint8
059_Second,is_professional,bool
059_Second,dealer,category
059_Second,province,category
059_Second,country,category
059_Second,publish_date,"datetime64[us, UTC]"
059_Second,insert_date,"datetime64[us, UTC]"
052_Professional,Profession,category
052_Professional,Openness,float64
052_Professional,Conscientousness,float64
052_Professional,Extraversion,float64
052_Professional,Agreeableness,float64
052_Professional,Emotional_Range,float64
052_Professional,Conversation,float64
052_Professional,Openness to Change,float64
052_Professional,Hedonism,float64
052_Professional,Self-enhancement,float64
052_Professional,Self-transcendence,float64
052_Professional,n,uint16
003_Love,Submitted at,"datetime64[us, UTC]"
003_Love,What is your age? 👶🏻👵🏻,uint8
003_Love,What's your nationality?,category
003_Love,What is your civil status? 💍,category
003_Love,What's your sexual orientation?,category
003_Love,Do you have children? 🍼,category
003_Love,What is the maximum level of studies you have achieved? 🎓,category
003_Love,Gross annual salary (in euros) 💸,float64
003_Love,What's your height? in cm 📏,uint8
003_Love,What's your weight? in Kg ⚖️,float64
003_Love,What is your body complexity? 🏋️,category
003_Love,What is your eye color? 👁️,category
003_Love,What is your hair color? 👩🦰👱🏽,category
003_Love,What is your skin tone?,uint8
003_Love,How long is your hair? 💇🏻♀️💇🏽♂️,category
003_Love,How long is your facial hair? 🧔🏻,category
003_Love,How often do you wear glasses? 👓,category
003_Love,How attractive do you consider yourself?,uint8
003_Love,Have you ever use an oline dating app?,category
003_Love,Where have you met your sexual partners? (In a Bar or Restaurant),bool
003_Love,Where have you met your sexual partners? (Through Friends),bool
003_Love,Where have you met your sexual partners? (Through Work or as Co-Workers),bool
003_Love,Where have you met your sexual partners? (Through Family),bool
003_Love,Where have you met your sexual partners? (in University),bool
003_Love,Where have you met your sexual partners? (in Primary or Secondary School),bool
003_Love,Where have you met your sexual partners? (Neighbors),bool
003_Love,Where have you met your sexual partners? (in Church),bool
003_Love,Where have you met your sexual partners? (Other),bool
003_Love,How many people have you kissed?,uint16
003_Love,How many sexual partners have you had?,uint16
003_Love,How many people have you considered as your boyfriend_girlfriend?,uint8
003_Love,How many times per month did you practice sex lately?,float64
003_Love,Happiness scale,uint8
003_Love,What area of knowledge is closer to you?,object
003_Love,"If you are in a relationship, how long have you been with your partner?",float64
042_Predict,school,category
042_Predict,sex,category
042_Predict,age,uint8
042_Predict,address,category
042_Predict,famsize,category
042_Predict,Pstatus,category
042_Predict,Medu,uint8
042_Predict,Fedu,uint8
042_Predict,Mjob,category
042_Predict,Fjob,category
042_Predict,reason,category
042_Predict,guardian,category
042_Predict,traveltime,uint8
042_Predict,studytime,uint8
042_Predict,failures,uint8
042_Predict,schoolsup,category
042_Predict,famsup,category
042_Predict,paid,category
042_Predict,activities,category
042_Predict,nursery,category
042_Predict,higher,category
042_Predict,internet,category
042_Predict,romantic,category
042_Predict,famrel,uint8
042_Predict,freetime,uint8
042_Predict,goout,uint8
042_Predict,Dalc,uint8
042_Predict,Walc,uint8
042_Predict,health,uint8
042_Predict,absences,uint8
042_Predict,G1,uint8
042_Predict,G2,uint8
042_Predict,G3,uint8
054_Joe,id<gx:category>,int64
054_Joe,author_id<gx:category>,uint32
054_Joe,author_name<gx:category>,category
054_Joe,author_handler<gx:category>,category
054_Joe,author_avatar<gx:url>,category
054_Joe,user_created_at<gx:date>,"datetime64[us, UTC]"
054_Joe,user_description<gx:text>,category
054_Joe,user_favourites_count<gx:number>,uint8
054_Joe,user_followers_count<gx:number>,uint32
054_Joe,user_following_count<gx:number>,uint8
054_Joe,user_listed_count<gx:number>,uint16
054_Joe,user_tweets_count<gx:number>,uint16
054_Joe,user_verified<gx:boolean>,bool
054_Joe,user_location<gx:text>,category
054_Joe,lang<gx:category>,category
054_Joe,type<gx:category>,category
054_Joe,text<gx:text>,object
054_Joe,date<gx:date>,"datetime64[us, UTC]"
054_Joe,mention_ids<gx:list[category]>,object
054_Joe,mention_names<gx:list[category]>,object
054_Joe,retweets<gx:number>,uint32
054_Joe,favorites<gx:number>,uint32
054_Joe,replies<gx:number>,uint16
054_Joe,quotes<gx:number>,uint16
054_Joe,links<gx:list[url]>,object
054_Joe,links_first<gx:url>,category
054_Joe,image_links<gx:list[url]>,object
054_Joe,image_links_first<gx:url>,category
054_Joe,rp_user_id<gx:category>,category
054_Joe,rp_user_name<gx:category>,category
054_Joe,location<gx:text>,category
054_Joe,tweet_link<gx:url>,category
054_Joe,source<gx:text>,category
054_Joe,search<gx:category>,category
015_Food,FOOD NAME,category
015_Food,SCIENTIFIC NAME,category
015_Food,GROUP,category
015_Food,SUB GROUP,category
055_German,Loan Duration - Months,uint8
055_German,Credit History,category
055_German,Purpose of Loan,category
055_German,Loan Amount,uint16
055_German,Savings Account,category
055_German,Length of Current Employment,category
055_German,Installment Rate as % of Income,uint8
055_German,Guarantors,category
055_German,Length of Current Property Residence,uint8
055_German,Age,uint8
055_German,Housing,category
055_German,Number of Existing Loans,uint8
055_German,Job,category
055_German,Number of Dependants,uint8
055_German,Foreign Worker,category
055_German,Risk,category
055_German,Sex,category
055_German,Status,category
017_Hacker,clusters_3,object
017_Hacker,test,object
017_Hacker,gx_cluster,category
017_Hacker,Clusters II,category
017_Hacker,timestamp,"datetime64[us, UTC]"
017_Hacker,title_gx_ngrams,object
017_Hacker,title,object
017_Hacker,hour,uint8
017_Hacker,weekday_name,category
017_Hacker,month_name,category
017_Hacker,title_gx_cardiff_nlp_sentiment,category
017_Hacker,title_gx_hashtags,object
017_Hacker,url,category
017_Hacker,by,category
017_Hacker,score,uint16
017_Hacker,descendants,float64
017_Hacker,partofday,category
017_Hacker,season,category
017_Hacker,title_gx_lang,category
017_Hacker,title_gx_text_length,float64
051_Pokemon,number,uint16
051_Pokemon,name,category
051_Pokemon,type1,category
051_Pokemon,type2,category
051_Pokemon,total,uint16
051_Pokemon,hp,uint8
051_Pokemon,attack,uint8
051_Pokemon,defense,uint8
051_Pokemon,sp_attack,uint8
051_Pokemon,sp_defense,uint8
051_Pokemon,speed,uint8
051_Pokemon,generation,uint8
051_Pokemon,legendary,bool
065_RFM,InvoiceNo,float64
065_RFM,StockCode,category
065_RFM,Description,category
065_RFM,Quantity,int32
065_RFM,InvoiceDate,category
065_RFM,UnitPrice,float64
065_RFM,CustomerID,float64
065_RFM,Country,category
061_Disneyland,Review_ID,uint32
061_Disneyland,Rating,uint8
061_Disneyland,Year_Month,category
061_Disneyland,Reviewer_Location,category
061_Disneyland,Review_Text,object
061_Disneyland,Branch,category
032_Delicatessen,ID,uint16
032_Delicatessen,Year_Birth,uint16
032_Delicatessen,Education,category
032_Delicatessen,Marital_Status,category
032_Delicatessen,Income,float64
032_Delicatessen,Kidhome,uint8
032_Delicatessen,Teenhome,uint8
032_Delicatessen,Dt_Customer,"datetime64[us, UTC]"
032_Delicatessen,Recency,uint8
032_Delicatessen,MntWines,uint16
032_Delicatessen,MntFruits,uint8
032_Delicatessen,MntMeatProducts,uint16
032_Delicatessen,MntFishProducts,uint16
032_Delicatessen,MntSweetProducts,uint16
032_Delicatessen,MntGoldProds,uint16
032_Delicatessen,NumDealsPurchases,uint8
032_Delicatessen,NumWebPurchases,uint8
032_Delicatessen,NumCatalogPurchases,uint8
032_Delicatessen,NumStorePurchases,uint8
032_Delicatessen,NumWebVisitsMonth,uint8
032_Delicatessen,AcceptedCmp3,uint8
032_Delicatessen,AcceptedCmp4,uint8
032_Delicatessen,AcceptedCmp5,uint8
032_Delicatessen,AcceptedCmp1,uint8
032_Delicatessen,AcceptedCmp2,uint8
032_Delicatessen,Complain,uint8
032_Delicatessen,Z_CostContact,uint8
032_Delicatessen,Z_Revenue,uint8
032_Delicatessen,Response,uint8
004_Taxi,VendorID,uint8
004_Taxi,tpep_pickup_datetime,"datetime64[us, UTC]"
004_Taxi,tpep_dropoff_datetime,"datetime64[us, UTC]"
004_Taxi,passenger_count,uint8
004_Taxi,trip_distance,float64
004_Taxi,RatecodeID,uint8
004_Taxi,store_and_fwd_flag,category
004_Taxi,PULocationID,uint16
004_Taxi,DOLocationID,uint16
004_Taxi,payment_type,uint8
004_Taxi,fare_amount,float64
004_Taxi,extra,float64
004_Taxi,mta_tax,float64
004_Taxi,tip_amount,float64
004_Taxi,tolls_amount,uint8
004_Taxi,improvement_surcharge,float64
004_Taxi,total_amount,float64
004_Taxi,congestion_surcharge,float64
004_Taxi,Airport_fee,float64
004_Taxi,airport_fee,category
012_Heart,Age,uint8
012_Heart,Sex,category
012_Heart,ChestPainType,category
012_Heart,RestingBP,uint8
012_Heart,Cholesterol,uint16
012_Heart,FastingBS,uint8
012_Heart,RestingECG,category
012_Heart,MaxHR,uint8
012_Heart,ExerciseAngina,category
012_Heart,Oldpeak,float64
012_Heart,ST_Slope,category
012_Heart,HeartDisease,uint8
027_Supermarket,Invoice ID,category
027_Supermarket,Branch,category
027_Supermarket,City,category
027_Supermarket,Customer type,category
027_Supermarket,Gender,category
027_Supermarket,Product line,category
027_Supermarket,Unit price,float64
027_Supermarket,Quantity,uint8
027_Supermarket,Tax 5%,float64
027_Supermarket,Total,float64
027_Supermarket,Date,"datetime64[us, UTC]"
027_Supermarket,Time,category
027_Supermarket,Payment,category
027_Supermarket,cogs,float64
027_Supermarket,gross margin percentage,float64
027_Supermarket,gross income,float64
027_Supermarket,Rating,float64
009_Central,DATE,"datetime64[us, UTC]"
009_Central,PRCP,float64
009_Central,SNOW,float64
009_Central,SNWD,float64
009_Central,TMIN,float64
009_Central,TMAX,float64
024_Salary,clusters_2,category
024_Salary,RETRINOIN_xRZI,float64
024_Salary,CNO1,category
024_Salary,CNACE,category
024_Salary,ESTU,category
024_Salary,SEXO,category
024_Salary,ANOS2,category
024_Salary,NUTS1,category
024_Salary,ESTRATO2,category
024_Salary,CONTROL,category
024_Salary,MERCADO,category
024_Salary,REGULACION,category
024_Salary,TIPOPAIS,category
024_Salary,RESPONSA,category
024_Salary,ANOANTI,uint8
024_Salary,TIPOJOR,category
024_Salary,TIPOCON,category
024_Salary,RETRINOIN,float64
024_Salary,RETRINOIN_WwQk,float64
024_Salary,Quantiles_target,category
024_Salary,_gx_link_targets_,object
024_Salary,_gx_link_weights_,object
024_Salary,umap_cluster,category
024_Salary,x,float64
024_Salary,y,float64
024_Salary,RETRINOIN_ac1q,float64
024_Salary,RETRINOIN_QSbS,float64
024_Salary,RETRINOIN_stfU,float64
024_Salary,RETRINOIN_RxV1,float64
030_Professionals,Geographies,object
030_Professionals,Labeled Clusters,category
030_Professionals,General Segments,object
030_Professionals,Select the title most similar to your current role (or most recent title if retired),category
030_Professionals,In which country do you currently reside?,category
030_Professionals,(Average) For how many years have you used machine learning methods?,float64
030_Professionals,(Average) What is your current yearly compensation (approximate $USD)?_rx_K,float64
030_Professionals,(Average) What is the size of the company where you are employed?,float64
030_Professionals,(Average) For how many years have you been writing code and_or programming?,float64
030_Professionals,Which of the following natural language processing (NLP) methods do you use on a regular basis?,object
030_Professionals,Which of the following integrated development environments (IDE's) do you use on a regular basis?,object
030_Professionals,What is your current yearly compensation (approximate $USD)?,category
030_Professionals,Which of the following cloud computing platforms do you use on a regular basis?,object
030_Professionals,Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?,object
030_Professionals,"Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?",object
030_Professionals,"Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?",object
030_Professionals,For how many years have you been writing code and_or programming?,category
030_Professionals,What is the size of the company where you are employed?,category
030_Professionals,(Average) Approximately how much money have you (or your team) spent on machine,float64
030_Professionals,(Average) What is your current yearly compensation (approximate $USD)?,float64
030_Professionals,Which types of specialized hardware do you use on a regular basis?,object
030_Professionals,(Average) Approximately how many individuals are responsible for data science wo,float64
030_Professionals,Which of the following business intelligence tools do you use on a regular basis?,object
030_Professionals,Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?,object
030_Professionals,(Average) Approximately how many times have you used a TPU (tensor processing unit)?,float64
030_Professionals,Do you use any of the following data storage products on a regular basis?,object
030_Professionals,Approximately how many individuals are responsible for data science workloads at your place of business?,category
030_Professionals,"Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?",category
030_Professionals,On which platforms have you begun or completed data science courses?,object
030_Professionals,Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?,object
030_Professionals,Do you use any of the following managed machine learning products on a regular basis?,object
030_Professionals,Who_what are your favorite media sources that report on data science topics?,object
030_Professionals,"In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?",object
030_Professionals,Do you use any tools to help manage machine learning experiments?,object
030_Professionals,Where do you publicly share your data analysis or machine learning applications?,object
030_Professionals,Do you use any of the following cloud computing products on a regular basis?,object
030_Professionals,"In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?",object
030_Professionals,What is your gender?,category
030_Professionals,Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?,object
030_Professionals,Which categories of computer vision methods do you use on a regular basis?,object
030_Professionals,For how many years have you used machine learning methods?,category
030_Professionals,"Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?",object
030_Professionals,(Average) What is your age (years)?,float64
030_Professionals,"Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?",category
030_Professionals,Which of the following business intelligence tools do you use most often?,category
030_Professionals,What is the primary tool that you use at work or school to analyze data?,category
030_Professionals,Does your current employer incorporate machine learning methods into their business?,category
030_Professionals,Approximately how many times have you used a TPU (tensor processing unit)?,category
030_Professionals,Which of the following hosted notebook products do you use on a regular basis?,object
030_Professionals,What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,category
030_Professionals,In what industry is your current employer_contract (or your most recent employer if retired)?,category
030_Professionals,"Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?",object
030_Professionals,Time from Start to finish (seconds),uint32
030_Professionals,ID,uint16
030_Professionals,Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?,category
030_Professionals,"In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?",object
030_Professionals,Select any activities that make up an important part of your role at work,object
030_Professionals,What data visualization libraries or tools do you use on a regular basis?,object
030_Professionals,Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?,object
030_Professionals,What is your age (years)?,category
030_Professionals,What programming language would you recommend an aspiring data scientist to learn first?,category
030_Professionals,Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?,object
030_Professionals,What programming languages do you use on a regular basis?,object
030_Professionals,What type of computing platform do you use most often for your data science projects?,category
047_Bank,id,uint16
047_Bank,attrition_flag,uint8
047_Bank,customer_age,uint8
047_Bank,gender,category
047_Bank,education_level,category
047_Bank,income_category,category
047_Bank,total_relationship_count,uint8
047_Bank,months_inactive_12_mon,uint8
047_Bank,credit_limit,float64
047_Bank,total_revolving_bal,uint16
047_Bank,total_amt_chng_q4_q1,float64
047_Bank,total_trans_amt,uint16
047_Bank,total_trans_ct,uint8
047_Bank,total_ct_chng_q4_q1,float64
047_Bank,avg_utilization_ratio,float64
013_Roller,coaster_name,category
013_Roller,Length,category
013_Roller,Speed,object
013_Roller,Location,category
013_Roller,Status,category
013_Roller,Opening date,category
013_Roller,Type,category
013_Roller,Manufacturer,category
013_Roller,Height restriction,category
013_Roller,Model,category
013_Roller,Height,category
013_Roller,Inversions,float64
013_Roller,Lift/launch system,category
013_Roller,Cost,category
013_Roller,Trains,object
013_Roller,Park section,category
013_Roller,Duration,category
013_Roller,Capacity,object
013_Roller,G-force,category
013_Roller,Designer,category
013_Roller,Max vertical angle,category
013_Roller,Drop,category
013_Roller,Soft opening date,category
013_Roller,Fast Lane available,category
013_Roller,Replaced,category
013_Roller,Track layout,category
013_Roller,Fastrack available,category
013_Roller,Soft opening date.1,category
013_Roller,Closing date,category
013_Roller,Opened,category
013_Roller,Replaced by,category
013_Roller,Website,category
013_Roller,Flash Pass Available,category
013_Roller,Must transfer from wheelchair,category
013_Roller,Theme,category
013_Roller,Single rider line available,category
013_Roller,Restraint Style,category
013_Roller,Flash Pass available,category
013_Roller,Acceleration,object
013_Roller,Restraints,category
013_Roller,Name,category
013_Roller,year_introduced,uint16
013_Roller,latitude,float64
013_Roller,longitude,float64
013_Roller,Type_Main,category
013_Roller,opening_date_clean,"datetime64[us, UTC]"
013_Roller,speed1,category
013_Roller,speed2,category
013_Roller,speed1_value,float64
013_Roller,speed1_unit,category
013_Roller,speed_mph,float64
013_Roller,height_value,float64
013_Roller,height_unit,category
013_Roller,height_ft,float64
013_Roller,Inversions_clean,uint8
013_Roller,Gforce_clean,float64
040_Speed,has_null,uint8
040_Speed,wave,uint8
040_Speed,gender,category
040_Speed,age,float64
040_Speed,age_o,float64
040_Speed,d_age,uint8
040_Speed,d_d_age,object
040_Speed,race,category
040_Speed,race_o,category
040_Speed,samerace,uint8
040_Speed,importance_same_race,float64
040_Speed,importance_same_religion,float64
040_Speed,d_importance_same_race,object
040_Speed,d_importance_same_religion,object
040_Speed,field,category
040_Speed,pref_o_attractive,float64
040_Speed,pref_o_sincere,float64
040_Speed,pref_o_intelligence,float64
040_Speed,pref_o_funny,float64
040_Speed,pref_o_ambitious,float64
040_Speed,pref_o_shared_interests,float64
040_Speed,d_pref_o_attractive,object
040_Speed,d_pref_o_sincere,object
040_Speed,d_pref_o_intelligence,object
040_Speed,d_pref_o_funny,object
040_Speed,d_pref_o_ambitious,object
040_Speed,d_pref_o_shared_interests,object
040_Speed,attractive_o,float64
040_Speed,sinsere_o,float64
040_Speed,intelligence_o,float64
040_Speed,funny_o,float64
040_Speed,ambitous_o,float64
040_Speed,shared_interests_o,float64
040_Speed,d_attractive_o,object
040_Speed,d_sinsere_o,object
040_Speed,d_intelligence_o,object
040_Speed,d_funny_o,object
040_Speed,d_ambitous_o,object
040_Speed,d_shared_interests_o,object
040_Speed,attractive_important,float64
040_Speed,sincere_important,float64
040_Speed,intellicence_important,float64
040_Speed,funny_important,float64
040_Speed,ambtition_important,float64
040_Speed,shared_interests_important,float64
040_Speed,d_attractive_important,object
040_Speed,d_sincere_important,object
040_Speed,d_intellicence_important,object
040_Speed,d_funny_important,object
040_Speed,d_ambtition_important,object
040_Speed,d_shared_interests_important,object
040_Speed,attractive,float64
040_Speed,sincere,float64
040_Speed,intelligence,float64
040_Speed,funny,float64
040_Speed,ambition,float64
040_Speed,d_attractive,object
040_Speed,d_sincere,object
040_Speed,d_intelligence,object
040_Speed,d_funny,object
040_Speed,d_ambition,object
040_Speed,attractive_partner,float64
040_Speed,sincere_partner,float64
040_Speed,intelligence_partner,float64
040_Speed,funny_partner,float64
040_Speed,ambition_partner,float64
040_Speed,shared_interests_partner,float64
040_Speed,d_attractive_partner,object
040_Speed,d_sincere_partner,object
040_Speed,d_intelligence_partner,object
040_Speed,d_funny_partner,object
040_Speed,d_ambition_partner,object
040_Speed,d_shared_interests_partner,object
040_Speed,sports,float64
040_Speed,tvsports,float64
040_Speed,exercise,float64
040_Speed,dining,float64
040_Speed,museums,float64
040_Speed,art,float64
040_Speed,hiking,float64
040_Speed,gaming,float64
040_Speed,clubbing,float64
040_Speed,reading,float64
040_Speed,tv,float64
040_Speed,theater,float64
040_Speed,movies,float64
040_Speed,concerts,float64
040_Speed,music,float64
040_Speed,shopping,float64
040_Speed,yoga,float64
040_Speed,d_sports,object
040_Speed,d_tvsports,object
040_Speed,d_exercise,object
040_Speed,d_dining,object
040_Speed,d_museums,object
040_Speed,d_art,object
040_Speed,d_hiking,object
040_Speed,d_gaming,object
040_Speed,d_clubbing,object
040_Speed,d_reading,object
040_Speed,d_tv,object
040_Speed,d_theater,object
040_Speed,d_movies,object
040_Speed,d_concerts,object
040_Speed,d_music,object
040_Speed,d_shopping,object
040_Speed,d_yoga,object
040_Speed,interests_correlate,float64
040_Speed,d_interests_correlate,object
040_Speed,expected_happy_with_sd_people,float64
040_Speed,expected_num_interested_in_me,float64
040_Speed,expected_num_matches,float64
040_Speed,d_expected_happy_with_sd_people,object
040_Speed,d_expected_num_interested_in_me,object
040_Speed,d_expected_num_matches,object
040_Speed,like,float64
040_Speed,guess_prob_liked,float64
040_Speed,d_like,object
040_Speed,d_guess_prob_liked,object
040_Speed,met,float64
040_Speed,decision,uint8
040_Speed,decision_o,uint8
040_Speed,match,uint8
016_Holiday,CustomerID,uint32
016_Holiday,ProdTaken,uint8
016_Holiday,Age,float64
016_Holiday,TypeofContact,category
016_Holiday,CityTier,uint8
016_Holiday,DurationOfPitch,float64
016_Holiday,Occupation,category
016_Holiday,Gender,category
016_Holiday,NumberOfPersonVisiting,uint8
016_Holiday,NumberOfFollowups,float64
016_Holiday,ProductPitched,category
016_Holiday,PreferredPropertyStar,float64
016_Holiday,MaritalStatus,category
016_Holiday,NumberOfTrips,float64
016_Holiday,Passport,uint8
016_Holiday,PitchSatisfactionScore,uint8
016_Holiday,OwnCar,uint8
016_Holiday,NumberOfChildrenVisiting,float64
016_Holiday,Designation,category
016_Holiday,MonthlyIncome,float64
014_Airbnb,id,int64
014_Airbnb,listing_url,category
014_Airbnb,scrape_id,int64
014_Airbnb,last_scraped,"datetime64[us, UTC]"
014_Airbnb,source,category
014_Airbnb,name,object
014_Airbnb,description,object
014_Airbnb,neighborhood_overview,object
014_Airbnb,picture_url,category
014_Airbnb,host_id,uint32
014_Airbnb,host_url,category
014_Airbnb,host_name,category
014_Airbnb,host_since,"datetime64[us, UTC]"
014_Airbnb,host_location,category
014_Airbnb,host_about,object
014_Airbnb,host_response_time,category
014_Airbnb,host_response_rate,category
014_Airbnb,host_acceptance_rate,category
014_Airbnb,host_is_superhost,category
014_Airbnb,host_thumbnail_url,category
014_Airbnb,host_picture_url,category
014_Airbnb,host_neighbourhood,category
014_Airbnb,host_listings_count,float64
