dataset_id,columns
011_SF,"Incident Datetime; object, Incident Date; datetime64[us, UTC], Incident Time; category, Incident Year; uint16, Incident Day of Week; category, Report Datetime; object, Row ID; int64, Incident ID; uint32, Incident Number; uint32, CAD Number; float64, Report Type Code; category, Report Type Description; category, Filed Online; object, Incident Code; uint32, Incident Category; category, Incident Subcategory; category, Incident Description; category, Resolution; category, Intersection; category, CNN; float64, Police District; category, Analysis Neighborhood; category, Supervisor District; float64, Supervisor District 2012; float64, Latitude; float64, Longitude; float64, Point; category, Neighborhoods; float64, ESNCAG - Boundary File; float64, Central Market/Tenderloin Boundary Polygon - Updated; float64, Civic Center Harm Reduction Project Boundary; float64, HSOC Zones as of 2018-06-05; float64, Invest In Neighborhoods (IIN) Areas; category, Current Supervisor Districts; float64, Current Police Districts; float64"
012_Heart,"Age; uint8, Sex; category, ChestPainType; category, RestingBP; uint8, Cholesterol; uint16, FastingBS; uint8, RestingECG; category, MaxHR; uint8, ExerciseAngina; category, Oldpeak; float64, ST_Slope; category, HeartDisease; uint8"
013_Roller,"coaster_name; category, Length; category, Speed; object, Location; category, Status; category, Opening date; category, Type; category, Manufacturer; category, Height restriction; category, Model; category, Height; category, Inversions; float64, Lift/launch system; category, Cost; category, Trains; object, Park section; category, Duration; category, Capacity; object, G-force; category, Designer; category, Max vertical angle; category, Drop; category, Soft opening date; category, Fast Lane available; category, Replaced; category, Track layout; category, Fastrack available; category, Soft opening date.1; category, Closing date; category, Opened; category, Replaced by; category, Website; category, Flash Pass Available; category, Must transfer from wheelchair; category, Theme; category, Single rider line available; category, Restraint Style; category, Flash Pass available; category, Acceleration; object, Restraints; category, Name; category, year_introduced; uint16, latitude; float64, longitude; float64, Type_Main; category, opening_date_clean; datetime64[us, UTC], speed1; category, speed2; category, speed1_value; float64, speed1_unit; category, speed_mph; float64, height_value; float64, height_unit; category, height_ft; float64, Inversions_clean; uint8, Gforce_clean; float64"
014_Airbnb,"id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64"
018_Staff,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[us, UTC]"
019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category"
020_Real,"Id; category, Referencia; category, Precio; uint32, Tipo; category, Anunciante; category, Actualización; datetime64[us, UTC], Duración; uint16, Superficie; uint16, Superficie útil; uint16, Superficie solar; uint32, Habitaciones; uint8, Baños; uint8, Planta; int8, Antigüedad; uint8, Clasificación; uint8, Calle; category, Barrio; category, Distrito; category, Localidad; category, Código postal; float64, Latitud; float64, Longitud; float64, Nuevo; uint8, Reformado; uint8, Conservado; uint8, Exterior; uint8, Orientación sur; uint8, Soleado; uint8, Amueblado; uint8, Negociar muebles; uint8, Cocina equipada; uint8, Cocina independiente; uint8, Armarios empotrados; uint8, Garaje; uint8, Terraza; uint8, Ascensor; uint8, Aire acondicionado; uint8, Trastero; uint8, Puerta blindada; uint8, Piscina; uint8, Jardín; uint8, Comedor; uint8, Balcón; uint8, Lavadero; uint8, Chimenea; uint8, Portero automático; uint8, Sistema de seguridad; uint8, Calefacción central; uint8, Calefacción eléctrica; uint8, Gas natural; uint8, Gasoil; uint8, Aluminio; uint8, PVC; uint8, Climalit; uint8, Madera; uint8, Parquet; uint8, Gres; uint8, Tarima; uint8, Mármol; uint8"
021_Telco,"customerID; category, gender; category, SeniorCitizen; uint8, Partner; category, Dependents; category, tenure; uint8, PhoneService; category, MultipleLines; category, InternetService; category, OnlineSecurity; category, OnlineBackup; category, DeviceProtection; category, TechSupport; category, StreamingTV; category, StreamingMovies; category, Contract; category, PaperlessBilling; category, PaymentMethod; category, MonthlyCharges; float64, TotalCharges; float64, Churn; category"
022_Airbnbs,"listing_id; uint32, name; object, host_id; uint32, host_since; datetime64[us, UTC], host_location; category, host_response_time; category, host_response_rate; float64, host_acceptance_rate; float64, host_is_superhost; category, host_total_listings_count; float64, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, district; category, city; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bedrooms; float64, amenities; object, price; uint16, minimum_nights; uint16, maximum_nights; uint32, review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, instant_bookable; category"
023_Climate,"fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16"
024_Salary,"clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64"
025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category"
026_Predicting,"fixed acidity; float64, volatile acidity; float64, citric acid; float64, residual sugar; float64, chlorides; float64, free sulfur dioxide; float64, total sulfur dioxide; float64, density; float64, pH; float64, sulphates; float64, alcohol; float64, quality; uint8"
027_Supermarket,"Invoice ID; category, Branch; category, City; category, Customer type; category, Gender; category, Product line; category, Unit price; float64, Quantity; uint8, Tax 5%; float64, Total; float64, Date; datetime64[us, UTC], Time; category, Payment; category, cogs; float64, gross margin percentage; float64, gross income; float64, Rating; float64"
028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8"
029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object"
030_Professionals,"Geographies; object, Labeled Clusters; category, General Segments; object, Select the title most similar to your current role (or most recent title if retired); category, In which country do you currently reside?; category, (Average) For how many years have you used machine learning methods?; float64, (Average) What is your current yearly compensation (approximate $USD)?_rx_K; float64, (Average) What is the size of the company where you are employed?; float64, (Average) For how many years have you been writing code and_or programming?; float64, Which of the following natural language processing (NLP) methods do you use on a regular basis?; object, Which of the following integrated development environments (IDE's) do you use on a regular basis?; object, What is your current yearly compensation (approximate $USD)?; category, Which of the following cloud computing platforms do you use on a regular basis?; object, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?; object, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?; object, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?; object, For how many years have you been writing code and_or programming?; category, What is the size of the company where you are employed?; category, (Average) Approximately how much money have you (or your team) spent on machine; float64, (Average) What is your current yearly compensation (approximate $USD)?; float64, Which types of specialized hardware do you use on a regular basis?; object, (Average) Approximately how many individuals are responsible for data science wo; float64, Which of the following business intelligence tools do you use on a regular basis?; object, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?; object, (Average) Approximately how many times have you used a TPU (tensor processing unit)?; float64, Do you use any of the following data storage products on a regular basis?; object, Approximately how many individuals are responsible for data science workloads at your place of business?; category, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?; category, On which platforms have you begun or completed data science courses?; object, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Do you use any of the following managed machine learning products on a regular basis?; object, Who_what are your favorite media sources that report on data science topics?; object, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?; object, Do you use any tools to help manage machine learning experiments?; object, Where do you publicly share your data analysis or machine learning applications?; object, Do you use any of the following cloud computing products on a regular basis?; object, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?; object, What is your gender?; category, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Which categories of computer vision methods do you use on a regular basis?; object, For how many years have you used machine learning methods?; category, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?; object, (Average) What is your age (years)?; float64, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?; category, Which of the following business intelligence tools do you use most often?; category, What is the primary tool that you use at work or school to analyze data?; category, Does your current employer incorporate machine learning methods into their business?; category, Approximately how many times have you used a TPU (tensor processing unit)?; category, Which of the following hosted notebook products do you use on a regular basis?; object, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?; category, In what industry is your current employer_contract (or your most recent employer if retired)?; category, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?; object, Time from Start to finish (seconds); uint32, ID; uint16, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?; category, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?; object, Select any activities that make up an important part of your role at work; object, What data visualization libraries or tools do you use on a regular basis?; object, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?; object, What is your age (years)?; category, What programming language would you recommend an aspiring data scientist to learn first?; category, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?; object, What programming languages do you use on a regular basis?; object, What type of computing platform do you use most often for your data science projects?; category"
031_Trustpilot,"published_date; datetime64[us, UTC], country_code; category, title; category, body; object, rating; uint8, Company; category"
033_Employee,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[ns, UTC], Marital_Status; category"
034_World,"Country name; category, Regional indicator; category, Ladder score; float64, Standard error of ladder score; float64, upperwhisker; float64, lowerwhisker; float64, Logged GDP per capita; float64, Social support; float64, Healthy life expectancy; float64, Freedom to make life choices; float64, Generosity; float64, Perceptions of corruption; float64, Ladder score in Dystopia; float64, Explained by: Log GDP per capita; float64, Explained by: Social support; float64, Explained by: Healthy life expectancy; float64, Explained by: Freedom to make life choices; float64, Explained by: Generosity; float64, Explained by: Perceptions of corruption; float64, Dystopia + residual; float64"
035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64"
036_US,"dest; uint32, origin; float64, count; uint16, name_dest; category, name_origin; category, lat_dest; float64, lon_dest; float64, lat_origin; float64, lon_origin; float64"
037_Ted,"talk_id; uint16, title; object, speaker_1; category, all_speakers; object, occupations; category, about_speakers; object, views; uint32, recorded_date; datetime64[us, UTC], published_date; datetime64[us, UTC], event; category, native_lang; category, available_lang; object, comments; float64, duration; uint16, topics; object, related_talks; object, url; category, description; object, transcript; object"
038_Stroke,"id; uint32, gender; category, age; float64, hypertension; uint8, heart_disease; uint8, ever_married; category, work_type; category, Residence_type; category, avg_glucose_level; float64, bmi; float64, smoking_status; category, stroke; uint8"
039_Happy,"wid; uint16, reflection_period; category, cleaned_hm; object, num_sentence; uint8, ground_truth_category; category, predicted_category; category, age; float64, country; category, gender; category, marital; category, parenthood; category"
040_Speed,"has_null; uint8, wave; uint8, gender; category, age; float64, age_o; float64, d_age; uint8, d_d_age; object, race; category, race_o; category, samerace; uint8, importance_same_race; float64, importance_same_religion; float64, d_importance_same_race; object, d_importance_same_religion; object, field; category, pref_o_attractive; float64, pref_o_sincere; float64, pref_o_intelligence; float64, pref_o_funny; float64, pref_o_ambitious; float64, pref_o_shared_interests; float64, d_pref_o_attractive; object, d_pref_o_sincere; object, d_pref_o_intelligence; object, d_pref_o_funny; object, d_pref_o_ambitious; object, d_pref_o_shared_interests; object, attractive_o; float64, sinsere_o; float64, intelligence_o; float64, funny_o; float64, ambitous_o; float64, shared_interests_o; float64, d_attractive_o; object, d_sinsere_o; object, d_intelligence_o; object, d_funny_o; object, d_ambitous_o; object, d_shared_interests_o; object, attractive_important; float64, sincere_important; float64, intellicence_important; float64, funny_important; float64, ambtition_important; float64, shared_interests_important; float64, d_attractive_important; object, d_sincere_important; object, d_intellicence_important; object, d_funny_important; object, d_ambtition_important; object, d_shared_interests_important; object, attractive; float64, sincere; float64, intelligence; float64, funny; float64, ambition; float64, d_attractive; object, d_sincere; object, d_intelligence; object, d_funny; object, d_ambition; object, attractive_partner; float64, sincere_partner; float64, intelligence_partner; float64, funny_partner; float64, ambition_partner; float64, shared_interests_partner; float64, d_attractive_partner; object, d_sincere_partner; object, d_intelligence_partner; object, d_funny_partner; object, d_ambition_partner; object, d_shared_interests_partner; object, sports; float64, tvsports; float64, exercise; float64, dining; float64, museums; float64, art; float64, hiking; float64, gaming; float64, clubbing; float64, reading; float64, tv; float64, theater; float64, movies; float64, concerts; float64, music; float64, shopping; float64, yoga; float64, d_sports; object, d_tvsports; object, d_exercise; object, d_dining; object, d_museums; object, d_art; object, d_hiking; object, d_gaming; object, d_clubbing; object, d_reading; object, d_tv; object, d_theater; object, d_movies; object, d_concerts; object, d_music; object, d_shopping; object, d_yoga; object, interests_correlate; float64, d_interests_correlate; object, expected_happy_with_sd_people; float64, expected_num_interested_in_me; float64, expected_num_matches; float64, d_expected_happy_with_sd_people; object, d_expected_num_interested_in_me; object, d_expected_num_matches; object, like; float64, guess_prob_liked; float64, d_like; object, d_guess_prob_liked; object, met; float64, decision; uint8, decision_o; uint8, match; uint8"
041_Airline,"tweet_id; int64, airline_sentiment; category, airline_sentiment_confidence; float64, negativereason; category, negativereason_confidence; float64, airline; category, airline_sentiment_gold; category, name; category, negativereason_gold; category, retweet_count; uint8, text; object, tweet_coord; object, tweet_created; datetime64[us, UTC], tweet_location; category, user_timezone; category"
042_Predict,"school; category, sex; category, age; uint8, address; category, famsize; category, Pstatus; category, Medu; uint8, Fedu; uint8, Mjob; category, Fjob; category, reason; category, guardian; category, traveltime; uint8, studytime; uint8, failures; uint8, schoolsup; category, famsup; category, paid; category, activities; category, nursery; category, higher; category, internet; category, romantic; category, famrel; uint8, freetime; uint8, goout; uint8, Dalc; uint8, Walc; uint8, health; uint8, absences; uint8, G1; uint8, G2; uint8, G3; uint8"
043_Predict,"LoanNr_ChkDgt; int64, Name; category, Sector; category, City; category, State; category, Zip; uint32, Bank; category, BankState; category, NAICS; uint32, ApprovalFY; uint16, NoEmp; uint16, NewExist; float64, CreateJob; uint16, RetainedJob; uint16, FranchiseCode; uint32, UrbanRural; uint8, DisbursementGross; uint32, GrAppv; uint32, SBA_Appv; uint32, default_amount; uint32"
044_IMDb,"imdb_title_id; category, title; category, original_title; category, year; float64, date_published; category, genre; category, duration; uint16, country; category, language; category, director; category, writer; category, production_company; category, actors; object, description; object, avg_vote; float64, votes; uint32, budget; category, usa_gross_income; category, worlwide_gross_income; category, metascore; float64, reviews_from_users; float64, reviews_from_critics; float64"
045_Predict,"id; uint16, name; category, popularity; uint8, duration_ms; float64, artists; object, id_artists; object, danceability; float64, energy; float64, key; uint8, loudness; float64, speechiness; float64, acousticness; float64, instrumentalness; float64, liveness; float64, valence; float64, tempo; float64, release_year; uint16, release_month; float64, release_day; float64"
046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category"
047_Bank,"id; uint16, attrition_flag; uint8, customer_age; uint8, gender; category, education_level; category, income_category; category, total_relationship_count; uint8, months_inactive_12_mon; uint8, credit_limit; float64, total_revolving_bal; uint16, total_amt_chng_q4_q1; float64, total_trans_amt; uint16, total_trans_ct; uint8, total_ct_chng_q4_q1; float64, avg_utilization_ratio; float64"
048_Data,"Job Title; category, Salary Estimate; object, Job Description; object, Rating; float64, Company Name; category, Location; category, Headquarters; category, Size; category, Founded; int16, Type of ownership; category, Industry; category, Sector; category, Revenue; category, Competitors; category, hourly; uint8, employer_provided; uint8, min_salary; uint8, max_salary; uint16, avg_salary; float64, company_txt; category, job_state; category, same_state; uint8, age; int16, python_yn; uint8, R_yn; uint8, spark; uint8, aws; uint8, excel; uint8"
049_Boris,"id<gx:category>; int64, author_id<gx:category>; uint32, author_name<gx:category>; category, author_handler<gx:category>; category, author_avatar<gx:url>; category, user_created_at<gx:date>; datetime64[us, UTC], user_description<gx:text>; category, user_favourites_count<gx:number>; uint16, user_followers_count<gx:number>; uint32, user_following_count<gx:number>; uint16, user_listed_count<gx:number>; uint16, user_tweets_count<gx:number>; uint16, user_verified<gx:boolean>; bool, user_location<gx:text>; category, lang<gx:category>; category, type<gx:category>; category, text<gx:text>; object, date<gx:date>; datetime64[us, UTC], mention_ids<gx:list[category]>; object, mention_names<gx:list[category]>; object, retweets<gx:number>; uint32, favorites<gx:number>; uint32, replies<gx:number>; uint16, quotes<gx:number>; uint16, links<gx:list[url]>; object, links_first<gx:url>; category, image_links<gx:list[url]>; object, image_links_first<gx:url>; category, rp_user_id<gx:category>; category, rp_user_name<gx:category>; category, location<gx:text>; category, tweet_link<gx:url>; category, source<gx:text>; category, search<gx:category>; category"
