Dataset_ID,Columns
013_Roller,"coaster_name, Length, Speed, Location, Status, Opening date, Type, Manufacturer, Height restriction, Model, Height, Inversions, Lift/launch system, Cost, Trains, Park section, Duration, Capacity, G-force, Designer, Max vertical angle, Drop, Soft opening date, Fast Lane available, Replaced, Track layout, Fastrack available, Soft opening date.1, Closing date, Opened, Replaced by, Website, Flash Pass Available, Must transfer from wheelchair, Theme, Single rider line available, Restraint Style, Flash Pass available, Acceleration, Restraints, Name, year_introduced, latitude, longitude, Type_Main, opening_date_clean, speed1, speed2, speed1_value, speed1_unit, speed_mph, height_value, height_unit, height_ft, Inversions_clean, Gforce_clean"
014_Airbnb,"id, listing_url, scrape_id, last_scraped, source, name, description, neighborhood_overview, picture_url, host_id, host_url, host_name, host_since, host_location, host_about, host_response_time, host_response_rate, host_acceptance_rate, host_is_superhost, host_thumbnail_url, host_picture_url, host_neighbourhood, host_listings_count, host_total_listings_count, host_verifications, host_has_profile_pic, host_identity_verified, neighbourhood, neighbourhood_cleansed, neighbourhood_group_cleansed, latitude, longitude, property_type, room_type, accommodates, bathrooms, bathrooms_text, bedrooms, beds, amenities, price, minimum_nights, maximum_nights, minimum_minimum_nights, maximum_minimum_nights, minimum_maximum_nights, maximum_maximum_nights, minimum_nights_avg_ntm, maximum_nights_avg_ntm, calendar_updated, has_availability, availability_30, availability_60, availability_90, availability_365, calendar_last_scraped, number_of_reviews, number_of_reviews_ltm, number_of_reviews_l30d, first_review, last_review, review_scores_rating, review_scores_accuracy, review_scores_cleanliness, review_scores_checkin, review_scores_communication, review_scores_location, review_scores_value, license, instant_bookable, calculated_host_listings_count, calculated_host_listings_count_entire_homes, calculated_host_listings_count_private_rooms, calculated_host_listings_count_shared_rooms, reviews_per_month"
015_Food,"FOOD NAME, SCIENTIFIC NAME, GROUP, SUB GROUP"
016_Holiday,"CustomerID, ProdTaken, Age, TypeofContact, CityTier, DurationOfPitch, Occupation, Gender, NumberOfPersonVisiting, NumberOfFollowups, ProductPitched, PreferredPropertyStar, MaritalStatus, NumberOfTrips, Passport, PitchSatisfactionScore, OwnCar, NumberOfChildrenVisiting, Designation, MonthlyIncome"
017_Hacker,"clusters_3, test, gx_cluster, Clusters II, timestamp, title_gx_ngrams, title, hour, weekday_name, month_name, title_gx_cardiff_nlp_sentiment, title_gx_hashtags, url, by, score, descendants, partofday, season, title_gx_lang, title_gx_text_length"
018_Staff,"Left, Satisfaction Level, Work Accident, Average Monthly Hours, Last Evaluation, Years in the Company, salary, Department, Number of Projects, Promoted in the last 5 years?, Date Hired"
019_Aircraft,"Incident_Date, Aircaft_Model, Aircaft_Registration, Aircaft_Operator, Aircaft_Nature, Incident_Category, Incident_Cause(es), Incident_Location, Aircaft_Damage_Type, Date, Time, Arit, Aircaft_Engines, Onboard_Crew, Onboard_Passengers, Onboard_Total, Fatalities, Aircaft_First_Flight, Aircraft_Phase, Departure_Airport, Destination_Airport, Ground_Casualties, Collision_Casualties"
020_Real,"Id, Referencia, Precio, Tipo, Anunciante, Actualización, Duración, Superficie, Superficie útil, Superficie solar, Habitaciones, Baños, Planta, Antigüedad, Clasificación, Calle, Barrio, Distrito, Localidad, Código postal, Latitud, Longitud, Nuevo, Reformado, Conservado, Exterior, Orientación sur, Soleado, Amueblado, Negociar muebles, Cocina equipada, Cocina independiente, Armarios empotrados, Garaje, Terraza, Ascensor, Aire acondicionado, Trastero, Puerta blindada, Piscina, Jardín, Comedor, Balcón, Lavadero, Chimenea, Portero automático, Sistema de seguridad, Calefacción central, Calefacción eléctrica, Gas natural, Gasoil, Aluminio, PVC, Climalit, Madera, Parquet, Gres, Tarima, Mármol"
021_Telco,"customerID, gender, SeniorCitizen, Partner, Dependents, tenure, PhoneService, MultipleLines, InternetService, OnlineSecurity, OnlineBackup, DeviceProtection, TechSupport, StreamingTV, StreamingMovies, Contract, PaperlessBilling, PaymentMethod, MonthlyCharges, TotalCharges, Churn"
022_Airbnbs,"listing_id, name, host_id, host_since, host_location, host_response_time, host_response_rate, host_acceptance_rate, host_is_superhost, host_total_listings_count, host_has_profile_pic, host_identity_verified, neighbourhood, district, city, latitude, longitude, property_type, room_type, accommodates, bedrooms, amenities, price, minimum_nights, maximum_nights, review_scores_rating, review_scores_accuracy, review_scores_cleanliness, review_scores_checkin, review_scores_communication, review_scores_location, review_scores_value, instant_bookable"
023_Climate,"fecha, season, month_name, tmin, tmax, sol, presMax, presMin, prec, velmedia, racha, dir, tmed, horatmax, horatmin, horaPresMax, horaPresMin, horaracha, weekday_name, dayofyear, quarter, year, altitud, nombre, provincia, indicativo"
024_Salary,"clusters_2, RETRINOIN_xRZI, CNO1, CNACE, ESTU, SEXO, ANOS2, NUTS1, ESTRATO2, CONTROL, MERCADO, REGULACION, TIPOPAIS, RESPONSA, ANOANTI, TIPOJOR, TIPOCON, RETRINOIN, RETRINOIN_WwQk, Quantiles_target, _gx_link_targets_, _gx_link_weights_, umap_cluster, x, y, RETRINOIN_ac1q, RETRINOIN_QSbS, RETRINOIN_stfU, RETRINOIN_RxV1"
025_Data,"URLs, Ranking, Keyword, Avg. monthly searches, Competition"
026_Predicting,"fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol, quality"
027_Supermarket,"Invoice ID, Branch, City, Customer type, Gender, Product line, Unit price, Quantity, Tax 5%, Total, Date, Time, Payment, cogs, gross margin percentage, gross income, Rating"
028_Predict,"Pregnancies, Glucose, BloodPressure, SkinThickness, Insulin, BMI, DiabetesPedigreeFunction, Age, Outcome"
029_NYTimes,"headline, date, material_type, web_url, keywords"
030_Professionals,"Geographies, Labeled Clusters, General Segments, Select the title most similar to your current role (or most recent title if retired), In which country do you currently reside?, (Average) For how many years have you used machine learning methods?, (Average) What is your current yearly compensation (approximate $USD)?_rx_K, (Average) What is the size of the company where you are employed?, (Average) For how many years have you been writing code and_or programming?, Which of the following natural language processing (NLP) methods do you use on a regular basis?, Which of the following integrated development environments (IDE's) do you use on a regular basis?, What is your current yearly compensation (approximate $USD)?, Which of the following cloud computing platforms do you use on a regular basis?, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?, For how many years have you been writing code and_or programming?, What is the size of the company where you are employed?, (Average) Approximately how much money have you (or your team) spent on machine, (Average) What is your current yearly compensation (approximate $USD)?, Which types of specialized hardware do you use on a regular basis?, (Average) Approximately how many individuals are responsible for data science wo, Which of the following business intelligence tools do you use on a regular basis?, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?, (Average) Approximately how many times have you used a TPU (tensor processing unit)?, Do you use any of the following data storage products on a regular basis?, Approximately how many individuals are responsible for data science workloads at your place of business?, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?, On which platforms have you begun or completed data science courses?, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?, Do you use any of the following managed machine learning products on a regular basis?, Who_what are your favorite media sources that report on data science topics?, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?, Do you use any tools to help manage machine learning experiments?, Where do you publicly share your data analysis or machine learning applications?, Do you use any of the following cloud computing products on a regular basis?, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?, What is your gender?, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?, Which categories of computer vision methods do you use on a regular basis?, For how many years have you used machine learning methods?, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?, (Average) What is your age (years)?, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?, Which of the following business intelligence tools do you use most often?, What is the primary tool that you use at work or school to analyze data?, Does your current employer incorporate machine learning methods into their business?, Approximately how many times have you used a TPU (tensor processing unit)?, Which of the following hosted notebook products do you use on a regular basis?, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?, In what industry is your current employer_contract (or your most recent employer if retired)?, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?, Time from Start to finish (seconds), ID, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?, Select any activities that make up an important part of your role at work, What data visualization libraries or tools do you use on a regular basis?, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?, What is your age (years)?, What programming language would you recommend an aspiring data scientist to learn first?, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?, What programming languages do you use on a regular basis?, What type of computing platform do you use most often for your data science projects?"
031_Trustpilot,"published_date, country_code, title, body, rating, Company"
032_Delicatessen,"ID, Year_Birth, Education, Marital_Status, Income, Kidhome, Teenhome, Dt_Customer, Recency, MntWines, MntFruits, MntMeatProducts, MntFishProducts, MntSweetProducts, MntGoldProds, NumDealsPurchases, NumWebPurchases, NumCatalogPurchases, NumStorePurchases, NumWebVisitsMonth, AcceptedCmp3, AcceptedCmp4, AcceptedCmp5, AcceptedCmp1, AcceptedCmp2, Complain, Z_CostContact, Z_Revenue, Response"
033_Employee,"Left, Satisfaction Level, Work Accident, Average Monthly Hours, Last Evaluation, Years in the Company, salary, Department, Number of Projects, Promoted in the last 5 years?, Date Hired, Marital_Status"
034_World,"Country name, Regional indicator, Ladder score, Standard error of ladder score, upperwhisker, lowerwhisker, Logged GDP per capita, Social support, Healthy life expectancy, Freedom to make life choices, Generosity, Perceptions of corruption, Ladder score in Dystopia, Explained by: Log GDP per capita, Explained by: Social support, Explained by: Healthy life expectancy, Explained by: Freedom to make life choices, Explained by: Generosity, Explained by: Perceptions of corruption, Dystopia + residual"
035_Billboard,"Rank, Song, Artist, Year, Lyrics, Source"
036_US,"dest, origin, count, name_dest, name_origin, lat_dest, lon_dest, lat_origin, lon_origin"
037_Ted,"talk_id, title, speaker_1, all_speakers, occupations, about_speakers, views, recorded_date, published_date, event, native_lang, available_lang, comments, duration, topics, related_talks, url, description, transcript"
038_Stroke,"id, gender, age, hypertension, heart_disease, ever_married, work_type, Residence_type, avg_glucose_level, bmi, smoking_status, stroke"
039_Happy,"wid, reflection_period, cleaned_hm, num_sentence, ground_truth_category, predicted_category, age, country, gender, marital, parenthood"
040_Speed,"has_null, wave, gender, age, age_o, d_age, d_d_age, race, race_o, samerace, importance_same_race, importance_same_religion, d_importance_same_race, d_importance_same_religion, field, pref_o_attractive, pref_o_sincere, pref_o_intelligence, pref_o_funny, pref_o_ambitious, pref_o_shared_interests, d_pref_o_attractive, d_pref_o_sincere, d_pref_o_intelligence, d_pref_o_funny, d_pref_o_ambitious, d_pref_o_shared_interests, attractive_o, sinsere_o, intelligence_o, funny_o, ambitous_o, shared_interests_o, d_attractive_o, d_sinsere_o, d_intelligence_o, d_funny_o, d_ambitous_o, d_shared_interests_o, attractive_important, sincere_important, intellicence_important, funny_important, ambtition_important, shared_interests_important, d_attractive_important, d_sincere_important, d_intellicence_important, d_funny_important, d_ambtition_important, d_shared_interests_important, attractive, sincere, intelligence, funny, ambition, d_attractive, d_sincere, d_intelligence, d_funny, d_ambition, attractive_partner, sincere_partner, intelligence_partner, funny_partner, ambition_partner, shared_interests_partner, d_attractive_partner, d_sincere_partner, d_intelligence_partner, d_funny_partner, d_ambition_partner, d_shared_interests_partner, sports, tvsports, exercise, dining, museums, art, hiking, gaming, clubbing, reading, tv, theater, movies, concerts, music, shopping, yoga, d_sports, d_tvsports, d_exercise, d_dining, d_museums, d_art, d_hiking, d_gaming, d_clubbing, d_reading, d_tv, d_theater, d_movies, d_concerts, d_music, d_shopping, d_yoga, interests_correlate, d_interests_correlate, expected_happy_with_sd_people, expected_num_interested_in_me, expected_num_matches, d_expected_happy_with_sd_people, d_expected_num_interested_in_me, d_expected_num_matches, like, guess_prob_liked, d_like, d_guess_prob_liked, met, decision, decision_o, match"
041_Airline,"tweet_id, airline_sentiment, airline_sentiment_confidence, negativereason, negativereason_confidence, airline, airline_sentiment_gold, name, negativereason_gold, retweet_count, text, tweet_coord, tweet_created, tweet_location, user_timezone"
042_Predict,"school, sex, age, address, famsize, Pstatus, Medu, Fedu, Mjob, Fjob, reason, guardian, traveltime, studytime, failures, schoolsup, famsup, paid, activities, nursery, higher, internet, romantic, famrel, freetime, goout, Dalc, Walc, health, absences, G1, G2, G3"
043_Predict,"LoanNr_ChkDgt, Name, Sector, City, State, Zip, Bank, BankState, NAICS, ApprovalFY, NoEmp, NewExist, CreateJob, RetainedJob, FranchiseCode, UrbanRural, DisbursementGross, GrAppv, SBA_Appv, default_amount"
044_IMDb,"imdb_title_id, title, original_title, year, date_published, genre, duration, country, language, director, writer, production_company, actors, description, avg_vote, votes, budget, usa_gross_income, worlwide_gross_income, metascore, reviews_from_users, reviews_from_critics"
045_Predict,"id, name, popularity, duration_ms, artists, id_artists, danceability, energy, key, loudness, speechiness, acousticness, instrumentalness, liveness, valence, tempo, release_year, release_month, release_day"
046_120,"ID, Name, Sex, Age, Height, Weight, Team, NOC, Games, Year, Season, City, Sport, Event, Medal"
047_Bank,"id, attrition_flag, customer_age, gender, education_level, income_category, total_relationship_count, months_inactive_12_mon, credit_limit, total_revolving_bal, total_amt_chng_q4_q1, total_trans_amt, total_trans_ct, total_ct_chng_q4_q1, avg_utilization_ratio"
048_Data,"Job Title, Salary Estimate, Job Description, Rating, Company Name, Location, Headquarters, Size, Founded, Type of ownership, Industry, Sector, Revenue, Competitors, hourly, employer_provided, min_salary, max_salary, avg_salary, company_txt, job_state, same_state, age, python_yn, R_yn, spark, aws, excel"
049_Boris,"id<gx:category>, author_id<gx:category>, author_name<gx:category>, author_handler<gx:category>, author_avatar<gx:url>, user_created_at<gx:date>, user_description<gx:text>, user_favourites_count<gx:number>, user_followers_count<gx:number>, user_following_count<gx:number>, user_listed_count<gx:number>, user_tweets_count<gx:number>, user_verified<gx:boolean>, user_location<gx:text>, lang<gx:category>, type<gx:category>, text<gx:text>, date<gx:date>, mention_ids<gx:list[category]>, mention_names<gx:list[category]>, retweets<gx:number>, favorites<gx:number>, replies<gx:number>, quotes<gx:number>, links<gx:list[url]>, links_first<gx:url>, image_links<gx:list[url]>, image_links_first<gx:url>, rp_user_id<gx:category>, rp_user_name<gx:category>, location<gx:text>, tweet_link<gx:url>, source<gx:text>, search<gx:category>"
050_ING,"id, author_id, author_name, author_handler, author_avatar, lang, type, text, date, mention_ids, mention_names, retweets, favorites, links, links_first, image_links, image_links_first, rp_user_id, rp_user_name, location, tweet_link, search"
051_Pokemon,"number, name, type1, type2, total, hp, attack, defense, sp_attack, sp_defense, speed, generation, legendary"
052_Professional,"Profession, Openness, Conscientousness, Extraversion, Agreeableness, Emotional_Range, Conversation, Openness to Change, Hedonism, Self-enhancement, Self-transcendence, n"
053_Patents,"num_claims, organization, kind, type, graphext_cluster, date, abstract, title, lang, abstract_gx_ADJ, grp_title, abstract_gx_products, abstract_gx_organizations, abstract_gx_NOUN, abstract_gx_ngrams, id, target, weight, x, y"
054_Joe,"id<gx:category>, author_id<gx:category>, author_name<gx:category>, author_handler<gx:category>, author_avatar<gx:url>, user_created_at<gx:date>, user_description<gx:text>, user_favourites_count<gx:number>, user_followers_count<gx:number>, user_following_count<gx:number>, user_listed_count<gx:number>, user_tweets_count<gx:number>, user_verified<gx:boolean>, user_location<gx:text>, lang<gx:category>, type<gx:category>, text<gx:text>, date<gx:date>, mention_ids<gx:list[category]>, mention_names<gx:list[category]>, retweets<gx:number>, favorites<gx:number>, replies<gx:number>, quotes<gx:number>, links<gx:list[url]>, links_first<gx:url>, image_links<gx:list[url]>, image_links_first<gx:url>, rp_user_id<gx:category>, rp_user_name<gx:category>, location<gx:text>, tweet_link<gx:url>, source<gx:text>, search<gx:category>"
055_German,"Loan Duration - Months, Credit History, Purpose of Loan, Loan Amount, Savings Account, Length of Current Employment, Installment Rate as % of Income, Guarantors, Length of Current Property Residence, Age, Housing, Number of Existing Loans, Job, Number of Dependants, Foreign Worker, Risk, Sex, Status"
056_Emoji,"name, emoji, Calories (kcal), Carbohydrates (g), Total Sugar (g), Protein (g), Total Fat (g), Saturated Fat (g), Monounsaturated Fat (g), Polyunsaturated Fat (g), Total Fiber (g), Cholesterol (mg), Vitamin B6 (mg), Vitamin A (IU), Vitamin B12 (ug), Vitamin C (mg), Vitamin D (IU), Vitamin E (IU), Vitamin K (ug), Thiamin (mg), Riboflavin (mg), Niacin (mg), Folate (ug), Pantothenic Acid (mg), Choline (mg), Calcium (g), Copper (mg), Iron (mg), Magnesium (mg), Manganese (mg), Phosphorus (g), Potassium (g), Selenium (ug), Sodium (g), Zinc (mg)"
057_Spain,"Vote Intention, Age, const, edu, gender, lang, partyId, polInterest, prevVote, prevVoteCat, prov, Austerity politics are needed in order to overcome the crisis, The growth of Islam is a threat to the security of Spain, The church must pay the IBI, The fact that gay couples can adopt children is positive for society, Women should choose freely on issues of abortion, The immigration detention centres (CIES) should be closed, Schools segregated by sex should also be subsidized by the state, Spain must tighten its immigration policy, Bullfights in Spain should be banned, The 'gag law' is necessary to avoid social unrest, In order to fight organized crime, restrictions on civil rights and liberties must be accepted, Efficiency in the delivery of public services will be improved with private sector participation, Negotiations with ETA weaken the state, The political party that receives the most votes should govern, Decentralizati on in Spain is inadequate and should continue to expand, Linguistic policy in the autonomous regions discriminates against Spanish language, The central government should control the spending of regional governments to limit their indebtedness, The possibility of a referendum on self- determination of any Autonomous Community must be recognized by the Constitution, The 1978 Constitution is the appropriate framework for our society, Navarra and the Basque Country should retain their tax system, Catalonia must be recognized as a nation, The government should take a tougher line against the persecution of opposition leaders in Venezuela, The number of public sector workers should be increased, The European Union must do more to support the Greek economy, It should be more difficult for companies to lay off workers, Bailing out banks is needed in order to restore economic stability, Increasing university fees is necessary for the sustainability of the university system, The government should subsidize clean energy in order to encourage its use, The subject of religion should be part of the curriculum, The decriminalizati on of soft drugs for personal use is a positive measure, User self-placement on Left-Right economic values axis, User self- placement on Progressive-Conservative economic values axis, Constitutional organisation of the country (More Descentralization), voteReason"
058_US,"id, Weight, NCHS Urban/rural, Division, Wave, Start time, County FIPS, How old are you?, Are you, Would you say you follow what's going on in government and public affairs, Are you registered to vote?, Are you registered to vote? Not open to vote, How likely are you to vote in the forthcoming US Presidential election? Early Voting Open, Headline vote share (intention and already voted combined), Who did you vote for?, Who are you most likely to vote for on election day?, Did you vote in the 2016 Presidential election? (Four years ago), Who did you vote for in the 2016 Presidential election? (Four years ago), Which of the following best describes your ethnic heritage?, What is the highest degree or level of school you have *completed* ?, Which of the following best describes your current employment status?, What was your yearly household income at the end of last year (before tax)?, If you had to choose a candidate today, who would you vote for?, Again, for statistical purposes only, what is your age?, State, Region, To what extent do you agree or disagree that the election will be fair, and you will trust the result?, How confident are you in the security and effectiveness of mail-in ballots when voting for president?, In the event of being declared the loser, should {answer:Candidate} accept or challenge the result?, If you have any concerns about the US election, what are they? - Contracting Covid-19 at a polling station, If you have any concerns about the US election, what are they? - Mail-in or in-person voter fraud, If you have any concerns about the US election, what are they? - Polling place reduction and changes, If you have any concerns about the US election, what are they? - Long wait times at polling place, If you have any concerns about the US election, what are they? - Voter intimidation at polling place, If you have any concerns about the US election, what are they? - Foreign interference/influence on the election, If you have any concerns about the US election, what are they? - The losing candidate not accepting the result, If you have any concerns about the US election, what are they? - Fake news/ disinformation, If you have any concerns about the US election, what are they? - Other, If you have any concerns about the US election, what are they? - I don’t have any specific concerns about the election, Which of these best describes the kind of work you do?, likelihood, NCHS Urban/rural (long form), Local time, race_ethnicity_grouped, education_grouped_by_gender, weight_by_2016_vote, vote_choice, age_by_gender, region_x_gender, simple_2016_vote, likely_voter, likely_decided_voter"
059_Second,"url, company, make, model, version, price, price_financed, fuel, year, kms, power, doors, shift, color, photos, is_professional, dealer, province, country, publish_date, insert_date"
060_Bakery,"Transaction, Item, date_time, period_day, weekday_weekend"
061_Disneyland,"Review_ID, Rating, Year_Month, Reviewer_Location, Review_Text, Branch"
062_Trump,"id, author_id, author_name, author_handler, author_avatar, lang, text, date, mention_ids, mention_names, retweets, favorites, links, links_first, image_links, image_links_first, tweet_link, rp_user_id, rp_user_name, location"
063_Influencers,"id, name, pic, is_organization, community, page_rank_norm, weight, x, y, twitter_profile_id, gx_link_target, gx_link_weight, gx_link_reciprocal, gx_link_should"
064_Clustering,"animal_name, hair, feathers, eggs, milk, airborne, aquatic, predator, toothed, backbone, breathes, venomous, fins, legs, tail, domestic, catsize, class_type"
065_RFM,"InvoiceNo, StockCode, Description, Quantity, InvoiceDate, UnitPrice, CustomerID, Country"
